"franchise_id","Total","Division","Conference","Random","SOS","div_name","conf_name"
"0001",0.559079016221873,0.662417582417582,0.529120879120879,0.51978021978022,0.925181849670939,"Barry Sanders Division","RFC"
"0002",0.564207221350079,0.684395604395604,0.529120879120879,0.519230769230769,0.933668167648078,"Barry Sanders Division","RFC"
"0003",0.520669806384092,0.567032967032967,0.46978021978022,0.615384615384615,0.861621059923796,"Larry Fitzgerald Division","BFC"
"0004",0.554055468341183,0.45978021978022,0.621794871794872,0.468681318681319,0.916868721856599,"Buddy Ryan Division","RFC"
"0005",0.532810047095761,0.637362637362637,0.529120879120879,0.413186813186813,0.881711118808452,"Barry Sanders Division","RFC"
"0006",0.528623757195186,0.426813186813187,0.518681318681319,0.685714285714286,0.874783512296502,"Reggie White Division","BFC"
"0007",0.50989010989011,0.490989010989011,0.46978021978022,0.653846153846154,0.843782473155525,"Larry Fitzgerald Division","BFC"
"0008",0.532077446363161,0.578461538461538,0.46978021978022,0.660989010989011,0.880498787668861,"Larry Fitzgerald Division","BFC"
"0009",0.541182626896913,0.594725274725275,0.46978021978022,0.688461538461538,0.895566331832352,"Larry Fitzgerald Division","BFC"
"0010",0.536891679748823,0.486153846153846,0.515567765567766,0.664285714285714,0.888465535157603,"Joe Namath Division","BFC"
"0011",0.493877551020408,0.576703296703297,0.46978021978022,0.462637362637363,0.817284378247316,"Larry Fitzgerald Division","BFC"
"0012",0.516378859236002,0.578901098901099,0.46978021978022,0.578021978021978,0.854520263249048,"Larry Fitzgerald Division","BFC"
"0013",0.544113029827316,0.487472527472527,0.621794871794872,0.381868131868132,0.900415656390717,"Buddy Ryan Division","RFC"
"0014",0.60429094714809,0.59032967032967,0.581684981684982,0.68956043956044,1,"Joe Montana Division","RFC"
"0015",0.490947148090005,0.451428571428571,0.518681318681319,0.457142857142857,0.812435053688951,"Reggie White Division","BFC"
"0016",0.526216640502355,0.490549450549451,0.518681318681319,0.593406593406593,0.87080013855213,"Reggie White Division","BFC"
"0017",0.548613291470434,0.530549450549451,0.581684981684982,0.471978021978022,0.907862833391064,"Joe Montana Division","RFC"
"0018",0.564625850340136,0.628571428571429,0.529120879120879,0.591208791208791,0.934360928299273,"Barry Sanders Division","RFC"
"0019",0.532286760858189,0.495384615384615,0.515567765567766,0.628571428571429,0.880845167994458,"Joe Namath Division","BFC"
"0020",0.57592883307169,0.623736263736264,0.581684981684982,0.498901098901099,0.953065465881538,"Joe Montana Division","RFC"
"0021",0.569440083725798,0.53978021978022,0.621794871794872,0.449450549450549,0.942327675788015,"Buddy Ryan Division","RFC"
"0022",0.521402407116693,0.50989010989011,0.515567765567766,0.553296703296703,0.862833391063388,"Joe Namath Division","BFC"
"0023",0.502250130821559,0.445714285714286,0.515567765567766,0.532967032967033,0.831139591271216,"Joe Namath Division","BFC"
"0024",0.531658817373103,0.44043956043956,0.515567765567766,0.693956043956044,0.879806027017665,"Joe Namath Division","BFC"
"0025",0.524123495552067,0.410989010989011,0.621794871794872,0.372527472527473,0.867336335296155,"Buddy Ryan Division","RFC"
"0026",0.493354264782836,0.44967032967033,0.518681318681319,0.471978021978022,0.816418427433322,"Reggie White Division","BFC"
"0027",0.546310832025118,0.728791208791209,0.529120879120879,0.36978021978022,0.904052649809491,"Barry Sanders Division","RFC"
"0028",0.583673469387755,0.505494505494505,0.621794871794872,0.567032967032967,0.965881537928646,"Buddy Ryan Division","RFC"
"0029",0.573731030873888,0.554285714285714,0.581684981684982,0.574175824175824,0.949428472462764,"Joe Montana Division","RFC"
"0030",0.573626373626374,0.57978021978022,0.581684981684982,0.541758241758242,0.949255282299965,"Joe Montana Division","RFC"
"0031",0.524018838304553,0.544175824175824,0.518681318681319,0.514835164835165,0.867163145133356,"Reggie White Division","BFC"
"0032",0.558660387231816,0.530549450549451,0.621794871794872,0.404395604395604,0.924489089019744,"Buddy Ryan Division","RFC"
"0033",0.56828885400314,0.704615384615385,0.529120879120879,0.515384615384615,0.940422583997229,"Barry Sanders Division","RFC"
"0034",0.500156985871272,0.45978021978022,0.515567765567766,0.504395604395604,0.827675788015241,"Joe Namath Division","BFC"
"0035",0.58880167451596,0.536703296703297,0.581684981684982,0.675274725274725,0.974367855905785,"Joe Montana Division","RFC"
"0036",0.483516483516484,0.437362637362637,0.518681318681319,0.435714285714286,0.800138552130239,"Reggie White Division","BFC"
